contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2007110032000750,2006-05-18,30d,2006-06-17,3,0,1,1,2007,1/11/07,"Agreement between 265 Network and Beijing Pengtai Interactive Technology Co., Ltd. (1)","Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,9735,9735,0,2,One time payment,01,00,no,no,no
2007110032013549,2007-09-01,29d,2007-09-30,1,0,1,1,2007,9/18/07,"Guangzhou Weekend Tour Guide Television Network Co., Ltd. Technical Service Contract","Guangzhou Weekend Tour Guide Television Network Co., Ltd.",Guangdong Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,9750,9750,0,2,One time payment,01,00,no,no,no
2006110032016421,2006-05-30,29d,2006-06-28,5,0,1,1,2006,10/19/06,"Information Release Agreement between 265 Network and Beijing Baiyi Technology Co., Ltd. (1)","Beijing Baiyi Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,10000,10000,0,2,One time payment,01,00,no,no,no
2006110032015498,2006-01-01,364d,2006-12-31,1,0,1,1,2006,10/17/06,"Cooperation Agreement between 265 website and Beijing Sengen Technology Co., Ltd.","Beijing Sengen Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,10000,10000,0,2,One time payment,01,00,no,no,no
2009110032006651,2009-04-01,364d,2010-03-31,1,0,1,1,2009,5/17/09,"Shanghai Daowei Investment Consulting Co., Ltd. Technical Service Contract (1)","Shanghai Daowei Investment Consulting Co., Ltd.",Shanghai,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,10000,10000,0,2,One time payment,01,00,no,no,no
2010110032016375,2010-10-01,66d,2010-12-06,7,0,1,1,2010,12/3/10,"Zhuhai Zhongdaxin Network Technology Co., Ltd. Technical Service Contract (5)","Zhuhai Zhongdaxin Network Technology Co., Ltd.",Guangdong Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,11000,11000,1,1,Installment payment,01,00,no,no,no
2007110032001599,2007-01-16,74d,2007-03-31,4,0,1,1,2007,1/19/07,"Technical service contract between 265 Network and Beijing Yioh Network Technology Co., Ltd. (3)","Beijing Yiow Network Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,11200,11200,0,2,One time payment,01,00,no,no,no
2007110032013555,2007-08-27,31d,2007-09-27,7,0,1,1,2007,9/18/07,"Technical service contract for Beijing Branch of Shanghai Huaqianshu Information Technology Co., Ltd.","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032015210,2007-09-27,30d,2007-10-27,7,0,1,1,2007,10/22/07,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (1)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032018146,2007-10-27,31d,2007-11-27,7,0,1,1,2007,11/22/07,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (2)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032018147,2007-11-27,30d,2007-12-27,7,0,1,1,2007,11/27/07,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (3)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032002084,2007-12-27,31d,2008-01-27,7,0,1,1,2008,1/22/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (4)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032002908,2008-01-27,31d,2008-02-27,7,0,1,1,2008,1/31/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (5)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032004541,2008-03-01,30d,2008-03-31,7,0,1,1,2008,3/13/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch Technical Service Contract (6)","Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032002082,2007-12-03,30d,2008-01-02,5,0,1,1,2008,1/22/08,"Fujian CICC Online Network Co., Ltd. Technical Service Contract","Fujian CICC Online Network Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032004543,2008-01-03,30d,2008-02-02,5,0,1,1,2008,3/12/08,"Fujian CICC Online Network Co., Ltd. Technical Service Contract (1)","Fujian CICC Online Network Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032008740,2008-05-11,30d,2008-06-10,5,0,1,1,2008,5/27/08,"Fujian CICC Online Network Co., Ltd. Technical Service Contract (3)","Fujian CICC Online Network Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032014591,2008-06-11,29d,2008-07-10,5,0,1,1,2008,9/11/08,"Fujian CICC Online Network Co., Ltd. Technical Service Contract (4)","Fujian CICC Online Network Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032008738,2008-04-01,29d,2008-04-30,4,0,1,1,2008,5/28/08,"Technical service contract of Shanghai Huaqianshu Information Technology Co., Ltd.","Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032008739,2008-05-01,30d,2008-05-31,4,0,1,1,2008,5/28/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Technical Service Contract (1)","Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032014605,2008-07-01,30d,2008-07-31,4,0,1,1,2008,9/11/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Technical Service Contract (2)","Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032014606,2008-06-01,29d,2008-06-30,4,0,1,1,2008,9/11/08,"Shanghai Huaqianshu Information Technology Co., Ltd. Technical Service Contract (3)","Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2006110032016427,2006-08-21,30d,2006-09-20,2,0,1,1,2006,11/1/06,265 Network and ShiBiyou Technical Service Contract (1),"Shanghai Shibiyou Information Technology Co., Ltd.",Shanghai,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032000748,2006-09-26,29d,2006-10-25,2,0,1,1,2007,1/11/07,"Technical service contract between 265 Network and Beijing Lianxinsuo Technology Development Co., Ltd.","Beijing Lianxinsuo Technology Development Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2006110032016414,2006-05-22,30d,2006-06-21,1,0,1,1,2006,11/1/06,"Contract between 265 Network Technology Company and Beijing Youspace Technology Co., Ltd.","Beijing Youspace Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2006110032016425,2006-07-17,30d,2006-08-16,1,0,1,1,2006,11/1/06,265 Network and Colorful Valley technical service contract,"Shenzhen Colorful Valley Information Technology Development Co., Ltd. Beijing Branch",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032001600,2006-12-25,30d,2007-01-24,1,0,1,1,2007,1/22/07,"Technical service contract between 265 Network and Fuzhou Xinchi Interactive Network Co., Ltd.","Fuzhou Xinchi Interactive Network Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2007110032018150,2007-11-03,29d,2007-12-02,1,0,1,1,2007,11/22/07,"Fuzhou CICC Online Network Technology Co., Ltd. Technical Service Contract","Fuzhou CICC Online Network Technology Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12000,12000,0,2,One time payment,01,00,no,no,no
2008110032014598,2008-09-08,30d,2008-10-08,1,0,1,1,2008,9/11/08,"Technical service contract of Beijing Gaowei Xincheng Information Co., Ltd.","Beijing Gaowei Xincheng Information Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,12400,12400,0,2,One time payment,01,00,no,no,no
2007110032001594,2006-04-22,30d,2006-05-22,3,0,1,1,2007,1/16/07,"Contract between 265 Network and Beijing Pengtai Interactive Technology Co., Ltd.","Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,13000,13000,0,2,One time payment,01,00,no,no,no
2007110032001593,2006-07-15,30d,2006-08-14,3,0,1,1,2007,1/19/07,"Technical service contract between 265 Network and Beijing Pengtai Interactive Technology Co., Ltd. (1)","Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,13000,13000,0,2,One time payment,01,00,no,no,no
2007110032012014,2007-08-08,31d,2007-09-08,1,0,1,1,2007,8/21/07,Technical service contract(3),"Fuzhou Dima Network Technology Co., Ltd.",Fujian Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,14000,14000,0,2,One time payment,01,00,no,no,no
2007110032013550,2007-09-08,30d,2007-10-08,1,0,1,1,2007,9/18/07,"Shanghai Xiulin Network Technology Co., Ltd. Technical Service Contract","Shanghai Xiulin Network Technology Co., Ltd.",Shanghai,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,14000,14000,0,2,One time payment,01,00,no,no,no
2007110032000752,2006-01-23,29d,2006-02-21,1,0,1,1,2007,1/11/07,"Information Release Agreement between 265 Network and Beijing Paike.com Information Technology Co., Ltd.","Beijing Paike.com Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,14124,14124,1,1,Installment payment,01,00,no,no,no
2010110032013198,2010-09-20,90d,2010-12-19,2,0,1,1,2010,10/27/10,"Technical service contract of Beijing Wuba Information Technology Co., Ltd.","Beijing Wuba Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,14400,14400,1,1,Installment payment,01,00,no,no,no
2010110032005285,2010-04-29,2557d,2017-04-29,1,0,1,1,2010,5/26/10,"Technical service contract of Beijing Jimei Home Furnishing Market Group Co., Ltd.","Beijing Jimei Home Furnishing Market Group Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,14440,14440,0,2,One time payment,01,00,no,no,no
2008110032002076,2008-01-01,30d,2008-01-31,4,0,1,1,2008,1/22/08,"Technical service contract of Beijing Sixuepu Information Technology Co., Ltd.","Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032008736,2008-05-01,30d,2008-05-31,4,0,1,1,2008,5/27/08,"Beijing Sixuepu Information Technology Co., Ltd. Technical Service Contract (2)","Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032014590,2008-06-01,29d,2008-06-30,4,0,1,1,2008,9/11/08,"Beijing Sixuepu Information Technology Co., Ltd. Technical Service Contract (3)","Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032020121,2008-11-11,14d,2008-11-25,3,0,1,1,2008,11/26/08,"Technical service contract of Hangzhou Wangfa Network Information Technology Co., Ltd.","Hangzhou Wangfa Network Information Technology Co., Ltd.",Zhejiang Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,1,1,Installment payment,01,00,no,no,no
2007110032002307,2007-01-30,29d,2007-02-28,2,0,1,1,2007,1/25/07,"Service contract between 265 Network and Beijing Yihuaming Health Technology Co., Ltd.","Beijing Yihuaming Health Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
